trade_id,interval,segment_id,engine,side,checkpoint_nominal_sec,checkpoint_actual_sec,move_usd,peak_favorable_usd,mae_usd,directional_m60_usd,directional_imb10,qacc,release_gate,checkpoint_pnl_inr_fixed_size,eventual_pnl_inr,potential_saved_exposure_sec
1s-s2-t2,1s,2,SECONDARY,SELL,300,300.77500009536743,-1.300000000000182,0.6299999999991996,-1.930000000000291,-0.18499999999949068,-0.21739130434782608,1.140495867768595,True,-4.972477114922598,-4.360479931548151,899.2400000095367
1s-s2-t3,1s,2,SECONDARY,SELL,60,61.01600003242493,-1.7799999999997453,0.0,-2.009999999999309,-0.7649999999994179,0.013333333333333334,1.0452488687782806,False,-6.750256257959779,-15.548343066087286,206.94000029563904
1s-s2-t3,1s,2,SECONDARY,SELL,120,120.90200018882751,-3.7100000000000364,0.0,-3.759999999999309,-1.9149999999999636,-0.08,1.171875,True,-14.0693543354127,-15.548343066087286,147.05400013923645
1s-s2-t4,1s,2,SECONDARY,SELL,60,61.01799988746643,1.5599999999994907,2.430000000000291,-0.3400000000001455,1.9200000000000728,0.012048192771084338,1.024390243902439,False,5.734039308832076,-15.180501503515917,96.99199986457825
1s-s2-t4,1s,2,SECONDARY,SELL,120,121.00399994850159,-1.800000000000182,2.430000000000291,-2.4899999999997817,-3.155000000000655,-0.29411764705882354,1.2085308056872037,True,-6.616199202501378,-15.180501503515917,37.00599980354309
1s-s2-t7,1s,2,PRIMARY,SELL,60,60.67900013923645,0.020000000000436557,1.1400000000003274,-0.9600000000000364,0.375,0.18518518518518517,1.087248322147651,False,0.06942943848928425,-8.817538687946506,840.4119999408722
1s-s2-t7,1s,2,PRIMARY,SELL,120,120.05900001525879,1.110000000000582,1.730000000000473,-0.9600000000000364,1.2049999999999272,-0.015873015873015872,0.9174757281553398,False,3.8533338360731864,-8.817538687946506,781.0320000648499
1s-s2-t7,1s,2,PRIMARY,SELL,300,300.04699993133545,4.619999999999891,4.930000000000291,-0.9600000000000364,2.0150000000003274,0.06382978723404255,1.5833333333333333,False,16.038200290674204,-8.817538687946506,601.0440001487732
1s-s3-t1,1s,3,PRIMARY,SELL,60,60.09100008010864,-2.4600000000000364,0.0,-2.5299999999997453,-2.1599999999998545,-0.01639344262295082,1.021978021978022,True,-9.576299531250147,-15.571218750000009,273.71599984169006
1s-s3-t1,1s,3,PRIMARY,SELL,120,121.08599996566772,-2.319999999999709,0.0,-3.1899999999996,0.08500000000003638,0.14285714285714285,1.205607476635514,False,-9.031306874998872,-15.571218750000009,212.72099995613098
1s-s3-t1,1s,3,PRIMARY,SELL,300,300.11299991607666,-2.880000000000109,0.0,-3.5299999999997453,-0.3350000000000364,0.03571428571428571,1.0120481927710843,False,-11.211277500000431,-15.571218750000009,33.694000005722046
1s-s3-t3,1s,3,PRIMARY,BUY,60,60.23100018501282,0.8100000000004002,2.2799999999997453,-0.9700000000002547,1.069999999999709,-0.125,0.9795918367346939,False,3.0783044623174343,9.956984804033775,840.7220001220703
