label,episode_id,window,interval,segment_id,engine,side,onset_pnl_inr,onset_entry_ts,policy_action,policy_entry_ts,policy_wait_sec,policy_predicted_ev_inr,policy_pnl_inr,episode_checkpoints
historical_walkforward,historical7d|1s|3|3|1842,historical7d,1s,3,MICRO,BUY,1.8000000000017735,1790010460.962,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|3|1843,historical7d,1s,3,MICRO,BUY,-1.3500000000021828,1790010464.9169998,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|4|1729,historical7d,1s,3,BURST,BUY,3.225000000002183,1790006264.808,TAKE,1790006264.808,0.0,14.334514018073456,3.225000000002183,1
historical_walkforward,historical7d|1s|3|4|1730,historical7d,1s,3,BURST,BUY,0.8999999999991815,1790006289.9550002,TAKE,1790006289.9550002,0.0,22.29468279361306,0.8999999999991815,1
historical_walkforward,historical7d|1s|3|4|1844,historical7d,1s,3,BURST,SELL,2.3625000000004093,1790012063.96,SKIP,nan,nan,0.0,0.0,2
historical_walkforward,historical7d|1s|3|4|1845,historical7d,1s,3,BURST,SELL,-5.512500000000955,1790018048.984,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|4|1846,historical7d,1s,3,BURST,SELL,-3.187500000001364,1790018051.9420002,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|3|4|1858,historical7d,1s,3,BURST,SELL,-1.9499999999982265,1790022664.515,TAKE,1790022664.515,0.0,0.16762872430076647,-1.9499999999982265,1
historical_walkforward,historical7d|1s|4|1|1862,historical7d,1s,4,PRIMARY,SELL,-15.524999999997817,1790052568.997,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|1|1863,historical7d,1s,4,PRIMARY,SELL,-2.8500000000008185,1790057264.7849998,TAKE,1790057264.7849998,0.0,10.398334105391122,-2.8500000000008185,1
historical_walkforward,historical7d|1s|4|1|1864,historical7d,1s,4,PRIMARY,SELL,-4.199999999999591,1790057268.591,TAKE,1790057268.591,0.0,6.9021043585557065,-4.199999999999591,1
historical_walkforward,historical7d|1s|4|1|1865,historical7d,1s,4,PRIMARY,SELL,-5.13749999999959,1790057281.507,TAKE,1790057281.507,0.0,6.129399234668573,-5.13749999999959,1
historical_walkforward,historical7d|1s|4|1|1866,historical7d,1s,4,PRIMARY,SELL,-10.650000000000546,1790057380.865,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|1|1905,historical7d,1s,4,PRIMARY,SELL,-15.075000000001635,1790086813.869,TAKE,1790086813.869,0.0,15.267754744542888,-15.075000000001635,1
historical_walkforward,historical7d|1s|4|1|1906,historical7d,1s,4,PRIMARY,SELL,-15.862500000001772,1790086826.685,TAKE,1790086826.685,0.0,14.282167223666121,-15.862500000001772,1
historical_walkforward,historical7d|1s|4|1|1907,historical7d,1s,4,PRIMARY,SELL,-16.61250000000109,1790086910.57,TAKE,1790086910.57,0.0,14.784577783552617,-16.61250000000109,1
historical_walkforward,historical7d|1s|4|1|1908,historical7d,1s,4,PRIMARY,SELL,-18.000000000000682,1790086937.952,TAKE,1790086937.952,0.0,18.302878578804684,-18.000000000000682,1
historical_walkforward,historical7d|1s|4|2|1861,historical7d,1s,4,SECONDARY,SELL,-15.22499999999809,1790050319.982,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|2|1867,historical7d,1s,4,SECONDARY,BUY,-16.83749999999918,1790066908.9950001,TAKE,1790066908.9950001,0.0,13.255587219269884,-16.83749999999918,1
historical_walkforward,historical7d|1s|4|2|1870,historical7d,1s,4,SECONDARY,SELL,-15.149999999999864,1790073086.9550002,SKIP,nan,nan,0.0,0.0,1
historical_walkforward,historical7d|1s|4|2|1871,historical7d,1s,4,SECONDARY,SELL,30.2250000000015,1790074221.952,TAKE,1790074221.952,0.0,10.454096698679216,30.2250000000015,1
historical_walkforward,historical7d|1s|4|2|1878,historical7d,1s,4,SECONDARY,BUY,32.40000000000123,1790076896.962,TAKE,1790076896.962,0.0,14.541453282149865,32.40000000000123,1
